set;model;epochs;loss;accuracy;val_loss;val_accuracy
SemgHandGenderCh2;resnet;100;0.0189;1.0000;1.1715;0.6600
SemgHandGenderCh2;resnet;500;6.3774e-04;1.0000;0.6600;0.8017
SemgHandGenderCh2;resnet;1000;4.1713e-04;1.0000;0.7062;0.8033
SemgHandGenderCh2;encoder;20;0.4328;0.8433;0.5053;0.7667
SemgHandGenderCh2;encoder;100;0.0877;0.9767;0.2091;0.9233
SemgHandGenderCh2;encoder;500;9.5030e-04;1.0000;0.1325;0.9417
SemgHandGenderCh2;encoder;1000;1.0224e-04;1.0000;0.1193;0.9600
SemgHandMovementCh2;inception;20;1.1262;0.5333;1.9237;0.2689
SemgHandMovementCh2;inception;100;0.3004;0.9333;3.9477;0.1244
SemgHandMovementCh2;inception;500;0.0014;1.0000;1.4086;0.5244
SemgHandMovementCh2;inception;1000;9.2683e-04;1.0000;1.4415;0.5133
SemgHandMovementCh2;cnn;20;1.3742;0.4222;1.7659;0.1978
SemgHandMovementCh2;cnn;100;1.2738;0.5022;1.3531;0.4089
SemgHandMovementCh2;cnn;500;0.7752;0.7289;1.8115;0.3467
SemgHandMovementCh2;cnn;1000;0.1882;0.9578;1.9403;0.4000
SemgHandMovementCh2;resnet;20;1.2784;0.4578;1.9203;0.1844
SemgHandMovementCh2;resnet;100;0.7186;0.7778;4.0612;0.2289
SemgHandMovementCh2;resnet;500;0.0099;0.9978;2.1052;0.4400
SemgHandMovementCh2;resnet;1000;0.0052;1.0000;2.0877;0.3978
SemgHandMovementCh2;encoder;20;1.1729;0.6133;1.3053;0.5000
SemgHandMovementCh2;encoder;100;0.3101;0.9422;0.9302;0.6178
SemgHandMovementCh2;encoder;500;0.0043;1.0000;0.9024;0.6733
SemgHandMovementCh2;encoder;1000;0.0015;1.0000;1.0001;0.6956
SemgHandSubjectCh2;inception;20;0.9310;0.6400;1.5421;0.3822
SemgHandSubjectCh2;inception;100;0.1312;0.9933;4.3166;0.2067
SemgHandSubjectCh2;inception;500;7.4120e-04;1.0000;0.9955;0.6644
SemgHandSubjectCh2;inception;1000;7.3078e-04;1.0000;0.9683;0.6600
SemgHandSubjectCh2;cnn;20;1.2368;0.4867;2.2718;0.2556
SemgHandSubjectCh2;cnn;100;1.0552;0.5644;1.2025;0.4422
SemgHandSubjectCh2;cnn;500;0.5017;0.8422;4.5734;0.3289
SemgHandSubjectCh2;cnn;1000;0.1223;0.9822;4.6865;0.3467
SemgHandSubjectCh2;resnet;20;1.0119;0.5978;2.0790;0.2778
SemgHandSubjectCh2;resnet;100;0.5395;0.8067;1.7313;0.5422
SemgHandSubjectCh2;resnet;500;0.0142;0.9956;1.7628;0.5422
SemgHandSubjectCh2;resnet;1000;0.0033;1.0000;1.6579;0.5333
SemgHandSubjectCh2;encoder;20;0.7853;0.7467;0.9157;0.6333
SemgHandSubjectCh2;encoder;100;0.0798;0.9844;0.2957;0.8844
SemgHandSubjectCh2;encoder;500;9.3613e-04;1.0000;0.1601;0.9289
SemgHandSubjectCh2;encoder;1000;5.5893e-05;1.0000;0.1507;0.9422
ShakeGestureWiimoteZ;inception;20;2.3026;0.1000;2.3027;0.1000
ShakeGestureWiimoteZ;inception;100;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;inception;500;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;inception;1000;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;cnn;20;2.3026;0.1000;2.3025;0.1000
ShakeGestureWiimoteZ;cnn;100;2.3026;0.1000;2.3025;0.1000
ShakeGestureWiimoteZ;cnn;500;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;cnn;1000;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;resnet;20;2.3027;0.1000;2.3024;0.1000
ShakeGestureWiimoteZ;resnet;100;2.3026;0.1000;2.3025;0.1000
ShakeGestureWiimoteZ;resnet;500;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;resnet;1000;2.3026;0.1000;2.3026;0.1000
ShakeGestureWiimoteZ;encoder;20;2.2565;0.1000;2.2566;0.1000
ShakeGestureWiimoteZ;encoder;100;2.2565;0.1000;2.2565;0.1000
ShakeGestureWiimoteZ;encoder;500;2.2566;0.1000;2.2567;0.1000
ShakeGestureWiimoteZ;encoder;1000;2.2566;0.1000;2.2566;0.1000
SmoothSubspace;inception;20;0.0076;1.0000;0.5201;0.9000
SmoothSubspace;inception;100;1.4023e-04;1.0000;2.1435;0.3533
SmoothSubspace;inception;500;5.4998e-05;1.0000;0.0417;0.9867
SmoothSubspace;inception;1000;2.4906e-04;1.0000;0.0757;0.9800
SmoothSubspace;cnn;20;0.0590;0.9867;1.3107;0.5333
SmoothSubspace;cnn;100;0.0086;1.0000;1.1448;0.6533
SmoothSubspace;cnn;500;0.0012;1.0000;0.0197;0.9933
SmoothSubspace;cnn;1000;0.0012;1.0000;0.0362;0.9800
SmoothSubspace;resnet;20;0.0387;0.9933;0.7009;0.6333
SmoothSubspace;resnet;100;0.0062;1.0000;0.2007;0.9267
SmoothSubspace;resnet;500;3.7544e-04;1.0000;0.0252;0.9933
SmoothSubspace;resnet;1000;3.9112e-04;1.0000;0.0259;0.9933
SmoothSubspace;encoder;20;1.0250;0.8200;1.0083;0.8800
SmoothSubspace;encoder;100;0.6277;0.9800;0.6023;0.9400
SmoothSubspace;encoder;500;0.0369;1.0000;0.0725;0.9867
SmoothSubspace;encoder;1000;0.0057;1.0000;0.0328;0.9867
UMD;inception;20;0.0371;1.0000;1.1171;0.3681
UMD;inception;100;0.0034;1.0000;7.1441;0.3333
UMD;inception;500;9.7720e-04;1.0000;0.0633;0.9861
UMD;inception;1000;2.2177e-04;1.0000;0.0434;0.9931
UMD;cnn;20;0.5702;0.8333;1.0194;0.5069
UMD;cnn;100;0.1444;1.0000;2.1149;0.3333
UMD;cnn;500;0.0112;1.0000;0.7076;0.6806
UMD;cnn;1000;0.0088;1.0000;0.0283;0.9931
UMD;resnet;20;0.0845;1.0000;1.0893;0.3333
UMD;resnet;100;0.0101;1.0000;3.5390;0.3333
UMD;resnet;500;6.2864e-04;1.0000;0.1255;0.9722
UMD;resnet;1000;0.0037;1.0000;0.0392;0.9931
UMD;encoder;20;0.9458;0.7500;0.9666;0.6736
UMD;encoder;100;0.2595;1.0000;0.5094;0.8056
UMD;encoder;500;0.0048;1.0000;0.3293;0.8264
UMD;encoder;1000;0.0018;1.0000;0.3233;0.8333
